image_id,source,quality_label,quality_label_es,fruit_type,product_type,size_label_manual,relative_path,file_name,width,height,aspect_ratio,is_square,requires_crop,mode,file_size_kb,blur_score,brightness_mean,brightness_std,skin_tone_ratio,border_std,foreground_ratio_border,image_hash,exists,valid_image,validated_width,validated_height,image_mode,validation_error,object_area_ratio,bbox_width_ratio,bbox_height_ratio,bbox_area_ratio,diameter_px_normalized_base,normalized_diameter,estimated_diameter_px_original,estimated_distance_cm,estimated_diameter_cm,skin_noise_ratio,fruit_color_ratio,segmentation_confidence,blur_score,touches_border,needs_review,review_reason,size_label,size_label_source,size_label_es,split,processed_relative_path
img_b93fb01b5052,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.20.46 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.20.46 PM.png,420,338,1.242604,False,True,RGB,141.587,331.34375,175.203232,74.899551,0.581974,125.256775,0.998559,b93fb01b50529b73d4bf87d0ffb5287d,True,True,420,338,RGB,,0.3871256510416667,0.7083333333333334,0.7239583333333334,0.5128038194444444,137.10893431672199,0.7141090328995937,299.92579381782934,100.0,82.45820847506474,0.1018337673611111,1.0,0.9479355112849365,1485.539183774848,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_b93fb01b5052_bad_medium.jpg
img_33e8c60eecfb,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.22.00 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.22.00 PM.png,418,408,1.02451,False,True,RGB,185.402,322.822357,153.713089,74.565201,0.628828,124.898722,0.99725,33e8c60eecfb9591370d4098d9879d3c,True,True,418,408,RGB,,0.5475802951388888,0.8854166666666666,0.8229166666666666,0.7286241319444444,165.6427523984902,0.8627226687421364,360.618075534213,100.0,99.61863300685295,0.08430989583333333,0.9999504607153473,0.9617935624719638,1636.3200124104817,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_33e8c60eecfb_bad_medium.jpg
img_c453b6b05a23,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.02 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.23.02 PM.png,238,254,0.937008,False,True,RGB,64.52,390.44162,164.975189,83.935448,0.483491,125.632781,0.997634,c453b6b05a23b39be535bf94f1b2383e,True,True,238,254,RGB,,0.3807508680555556,0.7135416666666666,0.8072916666666666,0.5760362413194444,145.40742701949034,0.7573303490598455,192.36190866120077,100.0,87.44897617903501,0.08428276909722222,0.999928754630949,0.9115315735578648,1385.4805299080447,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_c453b6b05a23_bad_medium.jpg
img_4244ee0cf983,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.23.24 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.23.24 PM.png,404,392,1.030612,False,True,RGB,188.935,289.560974,156.089661,71.236092,0.680459,121.462191,0.996173,4244ee0cf9836e4cca108fd168c6260d,True,True,404,392,RGB,,0.320556640625,0.8020833333333334,0.640625,0.5138346354166666,139.89772657707402,0.7286339925889272,294.3681330059266,100.0,84.13540635238579,0.3694118923611111,1.0,0.9029223055758763,1564.7416577331815,0,True,posible_mano_visible,medium,product_quantile,mediana,train,data/processed/train/bad/img_4244ee0cf983_bad_medium.jpg
img_4d414233fcfd,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.02 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.02 PM.png,336,330,1.018182,False,True,RGB,117.872,286.744843,149.282776,81.500732,0.576802,122.245474,0.988857,4d414233fcfde42c1d3a302caef19a37,True,True,336,330,RGB,,0.3324652777777778,0.8125,0.75,0.609375,142.01367121711158,0.7396545375891228,248.52392462994527,100.0,85.40794927688165,0.2727593315972222,1.0,0.8892718742246869,2053.9101009538144,0,True,posible_mano_visible,medium,product_quantile,mediana,train,data/processed/train/bad/img_4d414233fcfd_bad_medium.jpg
img_a80e7130d068,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.35 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.35 PM.png,424,404,1.049505,False,True,RGB,154.622,270.670288,141.861908,82.088188,0.523486,122.563783,0.998591,a80e7130d06847cfc0f51ed390bf604d,True,True,424,404,RGB,,0.4684787326388889,0.765625,0.78125,0.59814453125,149.2288656044683,0.7772336750232723,329.5470782098675,100.0,89.74721429958568,0.12098524305555555,1.0,0.9603132388023066,1423.6477239367402,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_a80e7130d068_bad_medium.jpg
img_b6fd0ecf61a3,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.47 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.47 PM.png,334,300,1.113333,False,True,RGB,96.95,323.175232,171.359406,80.878548,0.485904,125.881989,0.998353,b6fd0ecf61a339afed15b8976000ed1d,True,True,334,300,RGB,,0.3339572482638889,0.6979166666666666,0.6614583333333334,0.4616427951388889,130.03966220288336,0.6772899073066841,226.2148290404325,100.0,78.20670206058615,0.13340928819444445,1.0,0.8958874882970483,1508.6224630666368,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_b6fd0ecf61a3_bad_medium.jpg
img_b4350503aa9d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.24.59 PM.png,328,324,1.012346,False,True,RGB,115.954,307.767883,133.721176,83.791183,0.583498,122.470407,0.99228,b4350503aa9d7f35d7e8670d5a97924a,True,True,328,324,RGB,,0.5328504774305556,0.9166666666666666,0.8072916666666666,0.7400173611111112,167.9658238650382,0.8748219992970739,286.94161576944026,100.0,101.01574335743445,0.10872395833333333,0.9968436593188413,0.6810747877677219,2638.9009291919665,1,True,objeto_toca_borde,medium,product_quantile,mediana,train,data/processed/train/bad/img_b4350503aa9d_bad_medium.jpg
img_6b59f67f5d16,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.25.16 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.25.16 PM.png,258,252,1.02381,False,True,RGB,60.858,290.317108,173.645432,80.320328,0.485078,125.062255,0.997781,6b59f67f5d16a0434be07a186f3fbd24,True,True,258,252,RGB,,0.3937445746527778,0.7604166666666666,0.71875,0.5465494791666666,141.47529794243553,0.7368505101168518,190.10743161014776,100.0,85.08416807369548,0.09868706597222222,0.9987599035480538,0.9427517716602642,1373.6952825586002,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_6b59f67f5d16_bad_medium.jpg
img_b8615196e45d,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.33.47 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.33.47 PM.png,400,338,1.183432,False,True,RGB,158.734,446.882812,168.678131,76.460312,0.56816,125.88896,0.994828,b8615196e45d7a9207097e09958cf7c7,True,True,400,338,RGB,,0.3360188802083333,0.734375,0.6822916666666666,0.5010579427083334,134.063296609988,0.6982463365103541,279.29853460414165,100.0,80.62654206898459,0.21964518229166666,0.9996770808105272,0.8777992317445422,1953.7071413927608,0,True,posible_mano_visible,medium,product_quantile,mediana,train,data/processed/train/bad/img_b8615196e45d_bad_medium.jpg
img_3ff5fcda3c5c,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.11 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.11 PM.png,464,396,1.171717,False,True,RGB,210.828,372.84668,149.96344,80.316116,0.554831,123.096954,0.964145,3ff5fcda3c5c2d2d8816e96bb0e7b54f,True,True,464,396,RGB,,0.2958441840277778,0.671875,0.7239583333333334,0.4864095052083333,129.47739830656923,0.6743614495133814,312.90371257420895,100.0,77.86855288153139,0.2504340277777778,0.9641481753163397,0.8803214013288334,1771.106371346815,0,True,posible_mano_visible,medium,product_quantile,mediana,train,data/processed/train/bad/img_3ff5fcda3c5c_bad_medium.jpg
img_9c4201ffda2a,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.20 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.20 PM.png,300,266,1.12782,False,True,RGB,94.329,316.431519,151.052979,80.894379,0.543072,122.400628,0.965257,9c4201ffda2a893f8ae576f50bdb7962,True,True,300,266,RGB,,0.2936469184027778,0.7604166666666666,0.6979166666666666,0.5307074652777778,133.13011129584174,0.6933859963325091,208.01579889975272,100.0,80.0653183269782,0.2535264756944444,0.9546420323325635,0.8243029075697033,1541.6060145696003,0,True,posible_mano_visible,medium,product_quantile,mediana,train,data/processed/train/bad/img_9c4201ffda2a_bad_medium.jpg
img_1951abc58cd7,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.32 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.32 PM.png,386,386,1.0,True,False,RGB,178.351,309.904175,153.134949,74.720146,0.634766,124.245103,0.994705,1951abc58cd75ba75616631117292e11,True,True,386,386,RGB,,0.4016927083333333,0.78125,0.7552083333333334,0.5900065104166666,144.28965579798736,0.7515086239478509,290.08232884387047,100.0,86.7767412669234,0.2832845052083333,1.0,0.912842220440472,862.3998001681434,0,True,posible_mano_visible,medium,product_quantile,mediana,train,data/processed/train/bad/img_1951abc58cd7_bad_medium.jpg
img_7389bfed1e62,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.37.43 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.37.43 PM.png,226,202,1.118812,False,True,RGB,55.731,445.221375,147.009155,81.944916,0.593797,119.504012,0.997919,7389bfed1e627fec72aac2b843396e2e,True,True,226,202,RGB,,0.4424370659722222,0.8020833333333334,0.765625,0.6140950520833334,149.54769646920914,0.7788942524437976,176.03010105229825,100.0,89.93896126373576,0.1259765625,0.9964438994481913,0.9535970535077547,1338.2310493426558,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_7389bfed1e62_bad_medium.jpg
img_938923257970,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.38.04 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.38.04 PM.png,588,440,1.336364,False,True,RGB,240.668,403.11322,148.593964,88.910965,0.469299,125.7766,0.997477,938923257970beaefca1cfbccf76f4a9,True,True,588,440,RGB,,0.3484971788194444,0.765625,0.6354166666666666,0.4864908854166667,138.4030621020338,0.720849281781426,423.8593776874785,100.0,83.23650537633094,0.08506944444444445,0.9975091461041489,0.9450771334502532,1588.7890763341643,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_938923257970_bad_medium.jpg
img_595a4fe47b58,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.38.13 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.38.13 PM.png,182,192,0.947917,False,True,RGB,36.521,506.226685,179.916382,82.55809,0.423334,125.983794,0.997854,595a4fe47b5850296122a7299995e701,True,True,182,192,RGB,,0.3330349392361111,0.6770833333333334,0.6875,0.4654947916666667,128.8618101634626,0.6711552612680344,128.8618101634626,100.0,77.49833415222665,0.0837131076388889,1.0,0.9468180113577582,1518.331416376579,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_595a4fe47b58_bad_medium.jpg
img_5e5b0c268774,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.26 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.39.26 PM.png,344,322,1.068323,False,True,RGB,78.512,292.738037,173.550232,86.383026,0.409749,125.869697,0.995508,5e5b0c26877488bc6210b6e6f154c34f,True,True,344,322,RGB,,0.3627387152777778,0.6666666666666666,0.7604166666666666,0.5069444444444444,139.01725671742693,0.724048212069932,249.0725849520566,100.0,83.60588602896848,0.04578993055555555,0.9998504337421478,0.9519481622156003,1428.273374978407,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_5e5b0c268774_bad_medium.jpg
img_22038eb5dfc9,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.39.44 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.39.44 PM.png,232,202,1.148515,False,True,RGB,50.155,439.620544,154.167282,91.104698,0.4241,123.772568,0.998698,22038eb5dfc9ab9a78c9abb214cd4f99,True,True,232,202,RGB,,0.3770887586805556,0.734375,0.71875,0.52783203125,137.41742720003182,0.7157157666668325,166.04605786670513,100.0,82.64373810967102,0.08412000868055555,0.9909359038918063,0.9469525262294622,1332.4323170979817,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_22038eb5dfc9_bad_medium.jpg
img_884836621ad4,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.40.13 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.40.13 PM.png,382,408,0.936275,False,True,RGB,163.011,308.694031,170.971664,73.836151,0.57972,120.824615,0.998454,884836621ad4c01edabe4ce0bfabbceb,True,True,382,408,RGB,,0.4868435329861111,0.734375,0.8333333333333334,0.6119791666666666,156.02420963999361,0.8126260918749667,331.5514454849864,100.0,93.8339785789051,0.0686306423611111,1.0,0.9759787339459125,1549.835696184341,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_884836621ad4_bad_medium.jpg
img_86f32bfbc1c5,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.41.23 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.41.23 PM.png,396,400,0.99,False,True,RGB,143.593,231.068939,153.860672,75.700417,0.610224,117.170597,0.99526,86f32bfbc1c5bfeb6a1a444c01ed3f02,True,True,396,400,RGB,,0.4765896267361111,0.78125,0.8229166666666666,0.6429036458333334,154.2040338775771,0.8031460097790474,321.2584039116189,100.0,92.73931298890135,0.1718207465277778,1.0,0.9342025802384564,2458.969431487866,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_86f32bfbc1c5_bad_medium.jpg
img_a1bbe3c932d9,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.41.32 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.41.32 PM.png,414,404,1.024752,False,True,RGB,177.425,312.246826,157.926788,82.091347,0.557828,125.984048,0.9985,a1bbe3c932d99f3fa18742afd6379c0b,True,True,414,404,RGB,,0.453369140625,0.6979166666666666,0.8333333333333334,0.5815972222222222,153.64396113512385,0.8002289642454367,331.2947911976108,100.0,92.40248158408764,0.1199001736111111,0.9998803326751631,0.9463998394853099,1609.8364685641395,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_a1bbe3c932d9_bad_medium.jpg
img_6a385284203c,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.42.18 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.42.18 PM.png,448,400,1.12,False,True,RGB,148.205,246.953461,160.779343,77.929749,0.541178,117.78549,0.995582,6a385284203c31e4d51aa73e76ae133d,True,True,448,400,RGB,,0.3794487847222222,0.6979166666666666,0.734375,0.5125325520833334,137.6044764129243,0.7166899813173141,321.0771116301567,100.0,82.75623072781183,0.1367458767361111,0.9995710609093509,0.9338370825512397,1343.1015391850176,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_6a385284203c_bad_medium.jpg
img_aff252160301,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.43.13 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.43.13 PM.png,458,420,1.090476,False,True,RGB,191.48,286.143555,123.908867,85.343658,0.414362,116.688494,0.964545,aff252160301ca98762e90764463fb62,True,True,458,420,RGB,,0.48388671875,0.78125,0.8697916666666666,0.6795247395833334,159.66732461026925,0.831600649011819,380.87309724741306,100.0,96.02497171304823,0.08455403645833333,0.9942818701648167,0.9229494506867657,1529.5802894845422,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_aff252160301_bad_medium.jpg
img_fea0a188e302,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.43.34 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.43.34 PM.png,396,366,1.081967,False,True,RGB,110.638,284.801758,181.12886,80.06662,0.538931,124.997655,0.998434,fea0a188e3020023f1b73d3080490c0a,True,True,396,366,RGB,,0.4347330729166667,0.78125,0.7708333333333334,0.6022135416666666,146.78063262869273,0.7644824616077747,302.73505479667875,100.0,88.27483099999928,0.0810275607638889,1.0,0.9626110284425577,1423.8653030277771,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_fea0a188e302_bad_medium.jpg
img_4476a9cefdc9,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.43.48 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.43.48 PM.png,398,346,1.150289,False,True,RGB,119.963,306.125549,187.419876,75.825928,0.491172,125.628645,0.998459,4476a9cefdc95374c77e806c8e9c6ba3,True,True,398,346,RGB,,0.3141547309027778,0.6979166666666666,0.6510416666666666,0.4543728298611111,128.34376360971606,0.6684571021339378,266.04592664930726,100.0,77.18677757174923,0.14469401041666666,0.9932648303255333,0.8982459480560374,1454.0188547652444,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_4476a9cefdc9_bad_medium.jpg
img_66a3d5cda784,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.44.26 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.44.26 PM.png,340,352,0.965909,False,True,RGB,127.381,177.40152,146.833221,66.576271,0.652787,103.882265,0.953615,66a3d5cda784945c9601d90ae58c7de9,True,True,340,352,RGB,,0.4794921875,0.8645833333333334,0.859375,0.7430013020833334,158.80867273195048,0.8271285038122421,291.1492333419092,100.0,95.50857286608208,0.22900390625,0.9958701063589047,0.6881192085856151,1244.7497558122798,1,True,posible_mano_visible;objeto_toca_borde,medium,product_quantile,mediana,train,data/processed/train/bad/img_66a3d5cda784_bad_medium.jpg
img_e85aeed81ed2,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.44.59 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.44.59 PM.png,390,374,1.042781,False,True,RGB,128.614,304.726746,183.630524,77.24884,0.489636,125.388961,0.998693,e85aeed81ed28560d9df339852ec7d95,True,True,390,374,RGB,,0.4142252604166667,0.6927083333333334,0.7447916666666666,0.5159233940972222,141.3961511906623,0.7364382874513661,287.21093210603277,100.0,85.03656870031864,0.0663791232638889,0.9993451211525868,0.963664645824059,1505.5964800045815,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_e85aeed81ed2_bad_medium.jpg
img_4ca2bdf02cfb,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.45.18 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.45.18 PM.png,292,310,0.941935,False,True,RGB,105.167,217.723602,155.572647,73.773506,0.648032,116.072526,0.995786,4ca2bdf02cfb765612c8eaab4bb118e0,True,True,292,310,RGB,,0.186767578125,0.7291666666666666,0.6666666666666666,0.4861111111111111,119.1327246776668,0.6204829410295146,192.34971171914952,100.0,71.64719860619219,0.4007161458333333,0.9680464778503994,0.7876464101660696,1303.3343024717437,0,True,posible_mano_visible,medium,product_quantile,mediana,train,data/processed/train/bad/img_4ca2bdf02cfb_bad_medium.jpg
img_9eb0130e25d9,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.45.35 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.45.35 PM.png,244,240,1.016667,False,True,RGB,71.816,460.327362,159.677979,85.29818,0.50999,126.139684,0.998514,9eb0130e25d9f7cfa7a1476daa4251d1,True,True,244,240,RGB,,0.4887152777777778,0.8020833333333334,0.7760416666666666,0.6224500868055556,152.8548489594439,0.7961190049971036,194.25303721929328,100.0,91.92790436841095,0.03347439236111111,1.0,0.9728687668223966,2076.9357265778526,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_9eb0130e25d9_bad_medium.jpg
img_73f2364c0d56,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.45.55 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.45.55 PM.png,304,286,1.062937,False,True,RGB,80.043,307.83075,184.831802,80.301826,0.424825,125.828189,0.998444,73f2364c0d56970d1ec02533c50d25e1,True,True,304,286,RGB,,0.3688693576388889,0.671875,0.703125,0.472412109375,133.46136752503713,0.6951112891929018,211.31383191464215,100.0,80.26453798645393,0.03968641493055555,1.0,0.966704288693328,1501.2470863123,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_73f2364c0d56_bad_medium.jpg
img_1c5694452a1b,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.46.04 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.46.04 PM.png,322,294,1.095238,False,True,RGB,82.322,328.510864,181.756638,82.572029,0.419121,125.823567,0.998281,1c5694452a1b89bf59129b3ebc79855e,True,True,322,294,RGB,,0.3628200954861111,0.6979166666666666,0.6666666666666666,0.4652777777777778,132.42384293831293,0.6897075153037132,222.08581992779565,100.0,79.64056392454134,0.024169921875,1.0,0.9738310598103499,1528.2176923567865,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_1c5694452a1b_bad_medium.jpg
img_6c78a159f1e9,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.46.12 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.46.12 PM.png,312,266,1.172932,False,True,RGB,81.905,327.682129,182.364349,80.018303,0.44551,125.768835,0.998369,6c78a159f1e9e7f084ff55dadcc8b56c,True,True,312,266,RGB,,0.3513726128472222,0.6510416666666666,0.6875,0.4475911458333333,130.39000816878556,0.6791146258790914,211.88376327427653,100.0,78.41740241238108,0.0390625,1.0,0.9683783251476682,1476.308828094859,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_6c78a159f1e9_bad_medium.jpg
img_356583877212,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.46.22 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.46.22 PM.png,222,244,0.909836,False,True,RGB,58.125,445.364624,167.815887,87.967888,0.439485,126.097812,0.998745,356583877212072f90623d4f8d330aef,True,True,222,244,RGB,,0.3875325520833333,0.7083333333333334,0.6979166666666666,0.4943576388888889,135.49080471996993,0.7056812745831768,172.18623099829512,100.0,81.48505476853505,0.03407118055555555,1.0,0.9719778037623541,1447.6259777626874,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_356583877212_bad_medium.jpg
img_ed6a778ba311,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.46.43 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.46.43 PM.png,356,342,1.040936,False,True,RGB,123.436,214.106262,148.04747,65.95546,0.560102,106.877419,0.993045,ed6a778ba3113c94efd6c0926ecd8fbd,True,True,356,342,RGB,,0.4852973090277778,0.8020833333333334,0.8020833333333334,0.6433376736111112,152.6161006661947,0.7948755243030975,282.9756866519027,100.0,91.78431958572766,0.09819878472222222,1.0,0.9482714749341135,1337.3147768768263,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_ed6a778ba311_bad_medium.jpg
img_3642949aaee1,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.46.52 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.46.52 PM.png,440,394,1.116751,False,True,RGB,180.397,328.55127,163.986862,78.130066,0.575106,123.672286,0.997765,3642949aaee1856d79c59d0231c18771,True,True,440,394,RGB,,0.4264051649305556,0.71875,0.7916666666666666,0.5690104166666666,147.26196361837762,0.7669893938457167,337.47533329211535,100.0,88.56430660048248,0.13761393229166666,1.0,0.9407221846750748,1546.3719535374348,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_3642949aaee1_bad_medium.jpg
img_34e8cc5f6b18,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.47.13 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.47.13 PM.png,466,430,1.083721,False,True,RGB,219.838,348.357635,153.870911,78.427193,0.555465,120.022497,0.991211,34e8cc5f6b18607b3d6793a96617dab9,True,True,466,430,RGB,,0.4265679253472222,0.7708333333333334,0.8802083333333334,0.6784939236111112,156.62411246177277,0.8157505857383999,380.1397729540943,100.0,94.19476405353201,0.1574978298611111,0.9949125596184419,0.9030306906460198,1671.6390611323309,0,False,,medium,product_quantile,mediana,train,data/processed/train/bad/img_34e8cc5f6b18_bad_medium.jpg
img_5906ff0539f9,own,bad,mala,apple,apple,,data/raw/propias/Bad_Quality_Fruits/Apple_Bad/rotated_by_15_Screen Shot 2018-06-07 at 2.47.20 PM.png,rotated_by_15_Screen Shot 2018-06-07 at 2.47.20 PM.png,452,440,1.027273,False,True,RGB,219.604,309.117004,147.344543,75.733757,0.597876,114.386752,0.991811,5906ff0539f9c6352cfa5a304a8f44bd,True,True,452,440,RGB,,0.4746636284722222,0.78125,0.96875,0.7568359375,169.46790137141116,0.8826453196427665,398.95568447853043,100.0,101.9191025789429,0.16666666666666666,0.9951423019773689,0.6912556057079986,1642.3467898302608,1,True,objeto_toca_borde,medium,product_quantile,mediana,train,data/processed/train/bad/img_5906ff0539f9_bad_medium.jpg
