image_id,source,quality_label,quality_label_es,fruit_type,product_type,size_label_manual,relative_path,file_name,width,height,aspect_ratio,is_square,requires_crop,mode,file_size_kb,blur_score,brightness_mean,brightness_std,skin_tone_ratio,border_std,foreground_ratio_border,image_hash
img_c44fe8de45b9,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_108.jpg,foto_108.jpg,1920,1080,1.777778,False,True,RGB,279.343,70.188118,100.37558,45.382652,0.421739,39.552429,0.647108,c44fe8de45b92f4ccee16fb6df0168d0
img_a990f92e6c23,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_109.jpg,foto_109.jpg,1920,1080,1.777778,False,True,RGB,287.368,71.336143,96.411499,45.438461,0.409695,40.523723,0.648085,a990f92e6c238f5d28b790e716b856f4
img_090698249e92,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_11.jpg,foto_11.jpg,1920,1080,1.777778,False,True,RGB,289.588,70.683975,94.178345,41.672878,0.369548,40.594213,0.613797,090698249e92c69cd08c4b9dc8252f50
img_b5e809d7a9d5,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_110.jpg,foto_110.jpg,1920,1080,1.777778,False,True,RGB,284.356,73.560448,96.76844,45.351826,0.400581,41.461793,0.643148,b5e809d7a9d58767364a2d80cd16a7cd
img_6b247a03bce7,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_111.jpg,foto_111.jpg,1920,1080,1.777778,False,True,RGB,290.926,62.512295,96.737434,44.634716,0.412191,40.664368,0.649224,6b247a03bce7d1fa5cd0de8a8c65622c
img_8cd167ba240a,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_112.jpg,foto_112.jpg,1920,1080,1.777778,False,True,RGB,297.173,67.310074,95.467636,46.059856,0.415527,42.972744,0.646837,8cd167ba240a395115510b1cf6e4db90
img_902e194a3fc5,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_113.jpg,foto_113.jpg,1920,1080,1.777778,False,True,RGB,286.651,69.33477,94.462837,46.069733,0.420573,44.18721,0.645074,902e194a3fc578ba945b7bdb585f58e6
img_11b3982c3b57,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_114.jpg,foto_114.jpg,1920,1080,1.777778,False,True,RGB,266.549,65.656433,95.606155,46.361469,0.439426,45.67362,0.633816,11b3982c3b5722141f0d6ca49a39bc38
img_8c5c4a0e318c,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_115.jpg,foto_115.jpg,1920,1080,1.777778,False,True,RGB,287.877,78.957008,95.635666,48.009468,0.459283,48.709131,0.648519,8c5c4a0e318c890e068ac0d15e3ddae5
img_36f54811c63f,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_116.jpg,foto_116.jpg,1920,1080,1.777778,False,True,RGB,291.332,75.716934,92.598183,47.291031,0.421522,47.406999,0.646783,36f54811c63fdb18a268ccf457212c3a
img_5f7b85e438f0,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_117.jpg,foto_117.jpg,1920,1080,1.777778,False,True,RGB,289.998,75.080444,94.859299,46.162598,0.423638,45.958259,0.632026,5f7b85e438f0c0ad83d612bd9e235f08
img_037b4dca4c93,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_118.jpg,foto_118.jpg,1920,1080,1.777778,False,True,RGB,289.548,74.197594,94.438301,46.302452,0.415988,45.663472,0.636122,037b4dca4c931856658189477a17800a
img_765c4f037a55,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_119.jpg,foto_119.jpg,1920,1080,1.777778,False,True,RGB,262.049,61.628212,95.036774,46.372913,0.428168,45.386611,0.64247,765c4f037a55bb30d929c3d6374b6705
img_e75eeeeb71b9,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_12.jpg,foto_12.jpg,1920,1080,1.777778,False,True,RGB,283.25,65.796143,92.089409,42.002659,0.35848,41.119084,0.617079,e75eeeeb71b9ed8f69cdc6a8aef30740
img_ea599355b681,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_120.jpg,foto_120.jpg,1920,1080,1.777778,False,True,RGB,275.835,71.093147,97.878082,45.663597,0.434191,42.814434,0.616536,ea599355b6814fb61850c65a27b632c1
img_abc301c961dc,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_121.jpg,foto_121.jpg,1920,1080,1.777778,False,True,RGB,311.949,70.691498,100.100128,44.433582,0.445991,41.500307,0.604519,abc301c961dce3b0c3d0c283b5307fb1
img_6e7910387403,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_122.jpg,foto_122.jpg,1920,1080,1.777778,False,True,RGB,291.948,68.744431,104.029381,43.109791,0.472087,40.494428,0.601562,6e7910387403198462825c23923be3f8
img_43201af87b31,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_123.jpg,foto_123.jpg,1920,1080,1.777778,False,True,RGB,274.513,61.302555,100.135162,43.528717,0.446696,40.805443,0.610975,43201af87b31833aede8b60eb513d782
img_e70e808f9c5a,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_124.jpg,foto_124.jpg,1920,1080,1.777778,False,True,RGB,270.915,57.89238,100.930931,42.599056,0.438504,40.530408,0.602919,e70e808f9c5a6fe629b997a4f9fbcf79
img_e63c90d062da,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_125.jpg,foto_125.jpg,1920,1080,1.777778,False,True,RGB,316.318,60.005455,105.047516,41.027302,0.459174,39.392432,0.58903,e63c90d062da1f059563457987322b99
img_396c8b6c4a75,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_126.jpg,foto_126.jpg,1920,1080,1.777778,False,True,RGB,254.558,60.079739,104.795113,40.335617,0.470595,38.997824,0.589084,396c8b6c4a75fb45f1bfba887e613183
img_180e334afde1,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_127.jpg,foto_127.jpg,1920,1080,1.777778,False,True,RGB,255.78,58.387192,102.231216,41.066128,0.459337,40.56705,0.593886,180e334afde1890e017de5838d2e5b2a
img_362c25fee715,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_128.jpg,foto_128.jpg,1920,1080,1.777778,False,True,RGB,255.95,65.493965,103.377769,41.784378,0.476454,40.291505,0.595513,362c25fee71589daa50266510074de78
img_d335f6a006d5,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_129.jpg,foto_129.jpg,1920,1080,1.777778,False,True,RGB,285.06,61.246445,103.161362,41.630264,0.470622,40.625461,0.605604,d335f6a006d5bb0439097f9e70a1cce4
img_99ebffee34be,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_13.jpg,foto_13.jpg,1920,1080,1.777778,False,True,RGB,284.368,62.154926,93.969414,43.716133,0.386556,41.983797,0.62207,99ebffee34bec3f36e46716d5dd7c127
img_6bc5ded4a8c6,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_130.jpg,foto_130.jpg,1920,1080,1.777778,False,True,RGB,267.491,67.65979,103.270035,41.746639,0.479221,39.933987,0.588298,6bc5ded4a8c6677639ee58cd40a11879
img_a903f751f46b,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_131.jpg,foto_131.jpg,1920,1080,1.777778,False,True,RGB,249.272,60.853844,104.74688,39.826984,0.471083,39.247883,0.590956,a903f751f46bc18cc434e84f85346a36
img_b03e604d5019,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_132.jpg,foto_132.jpg,1920,1080,1.777778,False,True,RGB,274.634,60.546928,104.209824,40.989216,0.495443,39.715382,0.596137,b03e604d50192a3fd8412d4d14f08929
img_17885ea97ab5,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_133.jpg,foto_133.jpg,1920,1080,1.777778,False,True,RGB,279.299,58.629116,99.844879,42.11718,0.447266,40.858407,0.614773,17885ea97ab520a685611ede44afaae4
img_4255a8c346fc,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_134.jpg,foto_134.jpg,1920,1080,1.777778,False,True,RGB,267.215,62.082355,96.33239,43.894779,0.434326,43.770697,0.634711,4255a8c346fc1f20fedde82b2f37ea07
img_3e3f1fe98c97,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_135.jpg,foto_135.jpg,1920,1080,1.777778,False,True,RGB,257.587,68.050751,97.602013,45.739552,0.450114,42.654446,0.619873,3e3f1fe98c97a4fb9dafd5dc88e907e2
img_c143ad131fc2,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_136.jpg,foto_136.jpg,1920,1080,1.777778,False,True,RGB,257.937,57.601814,97.889381,44.630875,0.443685,43.492889,0.623237,c143ad131fc2ef7eb9c12467c3d8bfea
img_7dda6fae3272,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_137.jpg,foto_137.jpg,1920,1080,1.777778,False,True,RGB,259.496,61.190022,102.990829,41.294506,0.474419,43.395304,0.640598,7dda6fae32725b2e232fad64b24b505d
img_d5645c0e8ba7,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_138.jpg,foto_138.jpg,1920,1080,1.777778,False,True,RGB,264.955,57.655289,105.31292,39.954277,0.482042,44.834847,0.667453,d5645c0e8ba70e7d071a5cd2230f589d
img_dc37e8b72631,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_139.jpg,foto_139.jpg,1920,1080,1.777778,False,True,RGB,253.777,53.600304,103.688126,39.94379,0.471191,41.601606,0.653971,dc37e8b72631daa007b71bbc8cfec8a1
img_3ec05470280f,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_14.jpg,foto_14.jpg,1920,1080,1.777778,False,True,RGB,273.921,60.598969,97.147285,43.409988,0.396512,42.464953,0.611138,3ec05470280f09aafbbb2c750d900ad6
img_b5f548c23fe3,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_140.jpg,foto_140.jpg,1920,1080,1.777778,False,True,RGB,254.945,42.801178,102.643211,39.853203,0.443631,37.132034,0.655735,b5f548c23fe3a25b452a6b60a88c4fdf
img_72d0b5f22da5,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_141.jpg,foto_141.jpg,1920,1080,1.777778,False,True,RGB,284.771,48.14312,104.127457,39.299324,0.438558,37.076627,0.623264,72d0b5f22da508a6820774d924a883d7
img_9d2c07b221b7,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_142.jpg,foto_142.jpg,1920,1080,1.777778,False,True,RGB,257.604,51.737476,103.702271,41.592205,0.445936,38.278878,0.633247,9d2c07b221b70969a6d5fe9414a0b0b3
img_9091c9907b17,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_143.jpg,foto_143.jpg,1920,1080,1.777778,False,True,RGB,255.669,55.226059,106.359077,39.111374,0.46563,37.796833,0.616672,9091c9907b178c14ab0cd3ecd5bc688a
img_c45ebc8ede35,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_144.jpg,foto_144.jpg,1920,1080,1.777778,False,True,RGB,240.336,58.832161,108.086716,39.44289,0.479574,36.848703,0.605089,c45ebc8ede35866275507792cea16bfe
img_e82ba830488d,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_145.jpg,foto_145.jpg,1920,1080,1.777778,False,True,RGB,257.154,60.449188,107.417397,40.892479,0.465386,36.885986,0.615533,e82ba830488d205e00b74e70eaf25616
img_b6614b23bcce,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_146.jpg,foto_146.jpg,1920,1080,1.777778,False,True,RGB,280.788,59.194542,104.491768,40.234852,0.450711,37.446961,0.601508,b6614b23bcce3b4970b57f6954878a84
img_c5f5e346cf0d,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_147.jpg,foto_147.jpg,1920,1080,1.777778,False,True,RGB,320.932,60.311661,100.518646,41.448635,0.430962,38.869408,0.610026,c5f5e346cf0d636bf130beda5def8c73
img_a6d0f892b1e7,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_148.jpg,foto_148.jpg,1920,1080,1.777778,False,True,RGB,267.729,58.612625,99.205185,42.692753,0.431993,41.360594,0.615506,a6d0f892b1e720899d7e048e48e9cc00
img_c90cdbc20a93,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_149.jpg,foto_149.jpg,1920,1080,1.777778,False,True,RGB,278.78,67.333176,95.867744,44.94294,0.427707,45.610765,0.624973,c90cdbc20a932ec227a8f1a74233d6ff
img_83a92142781b,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_15.jpg,foto_15.jpg,1920,1080,1.777778,False,True,RGB,334.39,65.530884,97.675095,44.496773,0.408474,42.677182,0.616699,83a92142781ba15c5d263f334bc01035
img_385e1d53739c,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_150.jpg,foto_150.jpg,1920,1080,1.777778,False,True,RGB,351.127,69.032448,94.483589,45.211826,0.417969,46.830109,0.621636,385e1d53739c982997dc5c9de221cd46
img_98f90ee34959,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_151.jpg,foto_151.jpg,1920,1080,1.777778,False,True,RGB,286.376,77.062912,96.072006,46.66132,0.433051,49.940287,0.649306,98f90ee34959adf8e6435231c9b736c2
img_0aebed48b585,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_152.jpg,foto_152.jpg,1920,1080,1.777778,False,True,RGB,322.702,74.468216,94.66008,45.765228,0.436008,48.693029,0.65644,0aebed48b5858d50f730e645b59504fc
img_6b4d8e5bf1ca,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_153.jpg,foto_153.jpg,1920,1080,1.777778,False,True,RGB,285.509,71.458466,94.089661,44.855999,0.418376,45.778487,0.646457,6b4d8e5bf1ca81e4830297628f2dc2ec
img_4c6eeb18e5d2,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_154.jpg,foto_154.jpg,1920,1080,1.777778,False,True,RGB,266.895,68.725586,96.494804,43.389839,0.430827,44.061243,0.640299,4c6eeb18e5d2346df5d0dd751bf32adc
img_bb1388130ea9,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_155.jpg,foto_155.jpg,1920,1080,1.777778,False,True,RGB,265.717,59.84473,98.965553,41.107399,0.448866,40.737912,0.616157,bb1388130ea9866bedf76171cf44d5c3
img_11e9ff86f7f4,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_156.jpg,foto_156.jpg,1920,1080,1.777778,False,True,RGB,269.117,62.527122,95.305138,41.980938,0.414388,41.86892,0.604329,11e9ff86f7f4ebc17f908c605410c9d4
img_45ddc1e48299,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_157.jpg,foto_157.jpg,1920,1080,1.777778,False,True,RGB,299.158,71.064034,94.130371,42.970253,0.417209,44.286922,0.623101,45ddc1e48299e4e1b7dd15ffcb55c8fd
img_5030d977552d,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_158.jpg,foto_158.jpg,1920,1080,1.777778,False,True,RGB,295.428,70.931351,91.100082,45.022667,0.40663,45.81115,0.675483,5030d977552dc1c7c8381fad95583331
img_013ab66440da,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_159.jpg,foto_159.jpg,1920,1080,1.777778,False,True,RGB,328.041,69.825073,90.851288,43.688274,0.394992,43.202694,0.654704,013ab66440da9f0159f8dbf0eed26ee6
img_fdcbfcb6bb13,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_16.jpg,foto_16.jpg,1920,1080,1.777778,False,True,RGB,270.093,66.238754,97.275131,44.538982,0.406006,43.191742,0.615099,fdcbfcb6bb13bf7f6ce2720800569308
img_50569ba6b06d,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_160.jpg,foto_160.jpg,1920,1080,1.777778,False,True,RGB,286.149,62.35939,94.607582,42.415272,0.405816,40.422273,0.664551,50569ba6b06d2fc271efa5588eb0ca95
img_b491facac521,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_161.jpg,foto_161.jpg,1920,1080,1.777778,False,True,RGB,284.873,57.996056,96.639366,41.697273,0.414252,39.341423,0.676053,b491facac521f78275902dc0e253b448
img_2133516b8078,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_162.jpg,foto_162.jpg,1920,1080,1.777778,False,True,RGB,271.403,59.204613,98.458595,42.562469,0.424723,37.652556,0.685547,2133516b8078b5e9cb7b365de535bdab
img_cc932a2a3b42,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_163.jpg,foto_163.jpg,1920,1080,1.777778,False,True,RGB,276.957,63.218105,96.460114,43.534283,0.400201,38.373308,0.664958,cc932a2a3b420eab6f22fa0b3a85236a
img_cd4fe2645c7e,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_164.jpg,foto_164.jpg,1920,1080,1.777778,False,True,RGB,269.789,67.255745,96.191231,44.009674,0.404975,38.219936,0.648872,cd4fe2645c7e773d37559ee4598240ad
img_b524c225e5dd,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_165.jpg,foto_165.jpg,1920,1080,1.777778,False,True,RGB,243.644,60.238022,96.17276,45.159748,0.411241,39.258163,0.65191,b524c225e5ddf91bc56c91821e6d8893
img_6aae8594a394,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_166.jpg,foto_166.jpg,1920,1080,1.777778,False,True,RGB,272.736,63.983921,96.383926,46.12077,0.423448,41.193209,0.655273,6aae8594a3945b0764128aa3713cabec
img_cbc244b97878,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_167.jpg,foto_167.jpg,1920,1080,1.777778,False,True,RGB,288.264,70.85041,97.92205,46.448067,0.436903,44.024159,0.654622,cbc244b978783a3dbb859561453f6702
img_a14172c65dce,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_168.jpg,foto_168.jpg,1920,1080,1.777778,False,True,RGB,261.814,61.71875,103.864868,43.629047,0.473117,41.113142,0.644206,a14172c65dcea2cf7aec9b2e8ded318a
img_199738e804cb,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_169.jpg,foto_169.jpg,1920,1080,1.777778,False,True,RGB,246.386,57.595032,104.148125,43.28775,0.467258,38.234029,0.672607,199738e804cbbb45762f5db533c4cb47
img_f9c11dbcda19,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_17.jpg,foto_17.jpg,1920,1080,1.777778,False,True,RGB,282.619,68.944374,98.174522,44.032974,0.414632,42.467622,0.620063,f9c11dbcda19aa50c67291100507df9a
img_f2a0b397bc46,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_170.jpg,foto_170.jpg,1920,1080,1.777778,False,True,RGB,270.765,55.157921,102.62709,43.606415,0.455132,39.648102,0.653673,f2a0b397bc46a84902d7597964a8bd15
img_8ec9a80408a2,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_171.jpg,foto_171.jpg,1920,1080,1.777778,False,True,RGB,271.095,57.679436,101.438065,43.746887,0.43571,38.890885,0.637831,8ec9a80408a20843ab30b188779cb6ab
img_c6b50a893a1e,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_172.jpg,foto_172.jpg,1920,1080,1.777778,False,True,RGB,315.056,58.282043,99.183807,45.071968,0.426866,38.923521,0.663194,c6b50a893a1e4049b818e24cd2f1cfe4
img_edce41210643,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_173.jpg,foto_173.jpg,1920,1080,1.777778,False,True,RGB,313.054,68.539154,94.204346,46.666477,0.397434,39.449214,0.671414,edce41210643e00024778adc9ba59a9f
img_c9bb71df9c67,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_174.jpg,foto_174.jpg,1920,1080,1.777778,False,True,RGB,284.487,69.483093,98.269684,46.019699,0.419596,39.460229,0.659749,c9bb71df9c67f31eec531808a663f0d2
img_6bb31ebe55f3,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_175.jpg,foto_175.jpg,1920,1080,1.777778,False,True,RGB,276.134,68.430008,97.625626,44.674694,0.414578,39.435915,0.654215,6bb31ebe55f3e064ccef9c0986c93db5
img_a68915986700,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_176.jpg,foto_176.jpg,1920,1080,1.777778,False,True,RGB,269.805,66.745155,99.370155,43.140446,0.416667,37.787462,0.647054,a689159867002f2801ffb596d7c175fd
img_605272b833db,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_177.jpg,foto_177.jpg,1920,1080,1.777778,False,True,RGB,287.16,61.414234,102.156578,42.364494,0.428358,36.311435,0.627414,605272b833dbdc271f2efdc9b463855c
img_4206cba3ffe9,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_178.jpg,foto_178.jpg,1920,1080,1.777778,False,True,RGB,273.391,61.980457,97.750771,43.208839,0.407905,37.849437,0.646891,4206cba3ffe9bbda595b5e14107cb18b
img_e304a48abd59,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_179.jpg,foto_179.jpg,1920,1080,1.777778,False,True,RGB,249.093,62.558754,103.62693,41.29834,0.435628,35.95088,0.628147,e304a48abd597e4a700820fe9d5ebeab
img_ed1f1d141267,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_18.jpg,foto_18.jpg,1920,1080,1.777778,False,True,RGB,303.211,68.415558,98.926537,43.84145,0.421712,42.235539,0.621528,ed1f1d141267d7adf5c6d797b35dc9e5
img_de536a35c669,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_180.jpg,foto_180.jpg,1920,1080,1.777778,False,True,RGB,240.701,59.853951,105.380157,42.112007,0.450955,36.188904,0.610758,de536a35c6694682694f3368fecaf15b
img_2ff3b3038f7b,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_181.jpg,foto_181.jpg,1920,1080,1.777778,False,True,RGB,279.562,57.801136,99.225395,43.7929,0.425022,38.078048,0.650798,2ff3b3038f7b92f4cf57f6ad9263b7fa
img_e0e0ba5d9548,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_182.jpg,foto_182.jpg,1920,1080,1.777778,False,True,RGB,229.457,56.623253,104.212906,43.461483,0.449192,37.320604,0.647244,e0e0ba5d9548f60ff5d2e996c78fe93f
img_06190e3d6f9d,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_183.jpg,foto_183.jpg,1920,1080,1.777778,False,True,RGB,271.905,59.60384,101.446045,43.117744,0.439697,39.865522,0.624268,06190e3d6f9d32547354cd355b92cae7
img_e3936e048473,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_184.jpg,foto_184.jpg,1920,1080,1.777778,False,True,RGB,297.254,67.781059,103.565384,43.428383,0.451199,37.794446,0.619113,e3936e04847328eb9a3112b0af243a72
img_0f3f25b33081,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_185.jpg,foto_185.jpg,1920,1080,1.777778,False,True,RGB,262.938,69.771408,100.458656,44.319546,0.428087,38.798838,0.611952,0f3f25b33081a78585faaf0ab5c74ada
img_71a7dfb193a8,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_186.jpg,foto_186.jpg,1920,1080,1.777778,False,True,RGB,307.979,59.36628,101.654572,43.441006,0.447537,40.913455,0.611844,71a7dfb193a8f1b93fd50a94cdfb18c5
img_240cf24989d3,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_187.jpg,foto_187.jpg,1920,1080,1.777778,False,True,RGB,290.58,69.626617,102.851677,45.083878,0.459364,45.966094,0.637858,240cf24989d3e81a1d372c2093cbcb63
img_92c04c168754,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_188.jpg,foto_188.jpg,1920,1080,1.777778,False,True,RGB,295.294,73.733902,102.00827,47.299767,0.469537,49.619064,0.666857,92c04c168754afe6cca8f3ee36cf0248
img_30efd8089781,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_189.jpg,foto_189.jpg,1920,1080,1.777778,False,True,RGB,274.63,72.924156,99.852257,47.498806,0.474772,51.048154,0.677192,30efd8089781887ffafef02cf2030a2e
img_26c0e19f98d6,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_19.jpg,foto_19.jpg,1920,1080,1.777778,False,True,RGB,273.375,63.797127,100.750275,41.053612,0.415636,41.033584,0.603488,26c0e19f98d60aa7429a70342b889524
img_0f2ff61dcf9b,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_190.jpg,foto_190.jpg,1920,1080,1.777778,False,True,RGB,287.803,76.070274,99.61837,47.44936,0.464627,50.751311,0.68221,0f2ff61dcf9b4e9e49968d4ad140985d
img_7f14eb3572dd,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_191.jpg,foto_191.jpg,1920,1080,1.777778,False,True,RGB,297.283,83.640335,98.247353,46.544685,0.440647,52.270121,0.68514,7f14eb3572dd897cc121f0efa4bf3607
img_3691dc2f0f05,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_192.jpg,foto_192.jpg,1920,1080,1.777778,False,True,RGB,276.527,82.450066,96.276291,45.320843,0.422797,45.771234,0.621175,3691dc2f0f05050477b7f44ba732860b
img_41d5ecd8c216,own,good,buena,banana,banana,,data/raw/propias/Good_Quality_Fruits/Banana_Good/foto_193.jpg,foto_193.jpg,1920,1080,1.777778,False,True,RGB,290.559,80.481964,95.668312,45.03442,0.427327,43.996,0.622694,41d5ecd8c2167117cd41f76da766373e
